Long,Lat,Z,Name,COL57F246CCD9B8A4F8,COL57F246CCD9C3CBFD,COL57F246CCD9A32AA2,COL57F246CCD96845F6,COL57F246CCD9CF181E,COL57F246CCD9B7CF0F,COL57F246CCD9D7A602,COL57F246CCD9BE0A74,COL57F246CCD9FF7136,COL57F246CCD91DDEF5,COL57F246CCD9AC3ED6,COL57F246CCD92C480D,COL57F246CCD9F1884C,COL57F246CCD901AF12,COL57F246CCD993D672,COL57F246CCD95DF5A7,COL57F246CCD90C9FD7,COL57F246CCDA727A94,COL57F246CCDA80FC32,COL57F246CCDA9C46AE
-123.1809239,48.55592399,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1809656,48.55586667,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181105,48.55575348,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811442,48.55569455,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181189,48.55567934,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812326,48.55569927,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812134,48.5556809,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812287,48.55566412,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814716,48.55604472,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815317,48.55613981,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814435,48.55608612,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814022,48.55606438,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813974,48.55602353,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181408,48.55599805,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813111,48.55585781,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812911,48.55582997,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812573,48.55578372,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812396,48.55568586,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812745,48.55569346,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813459,48.5557511,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813684,48.55574378,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813733,48.5557885,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814049,48.55575525,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814028,48.55579068,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813875,48.55577023,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813668,48.55574211,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813894,48.55573479,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813668,48.55574211,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813354,48.55577539,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813422,48.55578472,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814323,48.55579293,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814231,48.55581892,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814458,48.55581181,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814892,48.55591354,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181548,48.55591897,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815318,48.55588363,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815187,48.55586456,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813685,48.55588739,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181375,48.55589675,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813229,48.55590135,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813164,48.55589205,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814008,48.55587676,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815082,48.55583233,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815805,48.55585672,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815708,48.55588282,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815413,48.55588009,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815071,48.55590503,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.18152,48.5559241,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815163,48.55595947,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815006,48.55589551,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815035,48.55594041,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814987,48.55600923,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814506,48.55597795,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815196,48.55595781,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815092,48.55598356,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814925,48.55599972,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815234,48.55600429,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814586,48.55598908,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814293,48.55598633,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813553,48.55591805,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812934,48.55586919,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813276,48.55587906,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813308,48.55592331,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813276,48.55587906,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181357,48.55588137,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813276,48.55587906,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813827,48.55583919,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813776,48.55582378,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813095,48.55584519,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812894,48.55581737,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812397,48.55578771,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812759,48.55579886,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812867,48.55573793,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811317,48.55567972,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811469,48.55566296,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811764,48.5556644,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812342,48.5557026,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812118,48.55571013,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181184,48.55570852,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811334,48.55567972,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181104,48.55567833,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810897,48.55566027,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810531,48.55565002,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810708,48.55566634,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810203,48.55560356,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810421,48.55563041,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811367,48.55567805,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812014,48.55572514,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812447,48.55574519,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181255,48.5557544,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812342,48.55572681,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811683,48.55571441,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811542,48.55569621,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1810964,48.5556586,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811186,48.55565087,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811692,48.55560776,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811161,48.55568404,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1811313,48.55566731,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181189,48.55570519,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812338,48.55569008,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181242,48.55566412,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181306,48.55566742,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813273,48.55569524,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813202,48.55568596,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812989,48.55565816,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813356,48.55566915,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181358,48.55566163,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181382,48.5556541,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813459,48.55560746,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812869,48.55556883,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813536,48.55558116,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813239,48.55554397,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813311,48.55551756,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813583,48.55550636,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813499,48.55546121,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181372,48.55545325,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813113,48.5554148,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812402,48.55533183,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812423,48.55536765,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1812989,48.55535539,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813128,48.55533791,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1813266,48.55532039,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.181422,48.55529669,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814519,48.55529786,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814575,48.55527077,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1814912,48.55524477,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815348,48.55522818,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.1815867,48.55522116,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
-123.18157,48.55520203,0,67-1010-0817,47388356,26,radar,15646,0,0,6.4,0.670245426,6.541192524,0,14.30258647,2.186541126,0,1,0.946589291,2241,10/10/2025 0:00,,10/10/2025 0:00,
